sex,age,method,n_reps,n_unlab_clusters,coverage,coverage_cluster_se,coverage_cluster_sd,bias,abs_bias,rmse,se_mean,width,emp_sd,theta0_mean,theta_hat_mean,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,lambda_factor_mean,h_factor_mean,k_target_mean,R_MB_mean,R_GH_mean,bias_score_mean,bias_budget_mean,gh_gamma_eff_mean,edge_score_mean,pc_ratio_mean,fallback_rate,tuning_seconds_mean_per_unlab_draw,estimation_seconds_mean,amortized_procedure_seconds_mean,nw_corr_mean,nw_relative_difference_mean,negative_weight_fraction_mean,M_lambda_over_eigmax_mean,width_ratio_vs_GH_P1_c22,rmse_ratio_vs_GH_P1_c22,width_ratio_vs_GH_P1_c15,rmse_ratio_vs_GH_P1_c15
1,82,PPI_global,1000,50,0.197,0.0119018091576234,0.084158499637437,-1.2634599425120911,1.2634599425120911,1.3329411092519965,0.4110842161183539,1.6114501271839472,0.4249488862878023,6.554323155487665,5.290863212975571,,,,,,,,,,,,,,,0.0,8.138739597052336e-05,8.138739597052336e-05,,,,,0.7116368629352103,2.087644332437101,,
1,83,GH_P1_c22,1000,50,0.947,0.0077472839216892,0.05478156996804,0.2374889662141565,0.2374889662141565,0.6360454794983949,0.5867565580624999,2.300085707605,0.5903400242751082,6.53271638582561,6.770205352039769,32.22129153927834,25.139803315445317,4.080659468265667,316.227766016838,1.3999999999999997,4615.82,38.61981893432706,20.1363140002305,20.1363140002305,22.0,0.3821157885682916,0.8589217969792237,14.046474468327672,0.0,7.60502453604713,0.0023830763269215,0.3826343031292781,0.987897928069412,0.2476592886605884,0.0,0.7093600660068964,1.0,1.0,,
1,83,LO_GH_P1_c22w,1000,50,0.948,0.0068452277432633,0.0484030695602783,0.2318146902236655,0.2318146902236655,0.7011368944644881,0.6660838302327649,2.6110486145124376,0.6620371495340543,6.53271638582561,6.764531076049278,32.214182353547635,,,,,4615.82,38.61981893432706,20.1363140002305,20.1363140002305,22.0,0.3821157885682916,0.8589217969792237,14.046474468327672,,7.60502453604713,0.0023120551547035,0.3825632819570601,0.987897928069412,0.2476592886605884,0.0,0.7093600660068964,1.1351962258968311,1.10233767405662,,
1,83,PPI_global,1000,50,0.218,0.0145518075179963,0.1028968177449663,-1.2343185016309293,1.2343185016309293,1.302607308204945,0.4154636183048134,1.6286173837548683,0.4164337317911265,6.53271638582561,5.298397884194682,,,,,,,,,,,,,,,0.0,8.271966502070427e-05,8.271966502070427e-05,,,,,0.7080681291005856,2.047978250285217,,
1,84,GH_P1_c22,1000,50,0.938,0.0085188865805003,0.0602376246923086,0.2125569746107927,0.2125569746107927,0.6643996135140923,0.5779856167891987,2.2657036178136587,0.6297960161861823,6.511821961855987,6.724378936466783,31.213129203738216,24.286059263218792,4.037487567935491,316.227766016838,1.3999999999999997,4628.52,40.44484905099451,20.32239375155615,20.32239375155615,22.0,0.3821157885682916,0.8650263008651946,13.335264881311709,0.0,7.607863669749349,0.0024005800457671,0.3827937635332346,0.9881400077799812,0.2481713116024801,0.0,0.7052309942604736,1.0,1.0,,
1,84,LO_GH_P1_c22w,1000,50,0.938,0.0083982505466851,0.0593845991166472,0.2058250507399979,0.2058250507399979,0.7373121751957937,0.6571841452051869,2.576161849204333,0.7083551787338531,6.511821961855987,6.717647012595988,31.205407320781,,,,,4628.52,40.44484905099451,20.32239375155615,20.32239375155615,22.0,0.3821157885682916,0.8650263008651946,13.335264881311709,,7.607863669749349,0.0023281793389469,0.3827213628264144,0.9881400077799812,0.2481713116024801,0.0,0.7052309942604736,1.1370250852537622,1.1097420290419162,,
1,84,PPI_global,1000,50,0.227,0.0108053274842003,0.0764052033701947,-1.235940114646253,1.235940114646253,1.3136197036975006,0.410907000748249,1.6107554429331363,0.445249375020867,6.511821961855987,5.275881847209736,,,,,,,,,,,,,,,0.0,8.456007298082114e-05,8.456007298082114e-05,,,,,0.710929457087362,1.9771530220338367,,
1,85,GH_P1_c22,1000,50,0.939,0.008117755797243,0.0574012017224698,0.2245911193759482,0.2245911193759482,0.6413433827632812,0.5771245049045888,2.262328059225988,0.601033613965828,6.491603941585139,6.716195060961086,30.999580947317583,24.043687613047425,3.982665678581888,316.227766016838,1.3999999999999997,4640.16,42.33623227958997,20.48965427344816,20.48965427344816,22.0,0.3821157885682916,0.8704284303119906,12.573359090762136,0.0,7.606138699240983,0.002388889376074,0.3826958243381232,0.988471586161678,0.2485149406930817,0.0,0.7015147964804953,1.0,1.0,,
1,85,LO_GH_P1_c22w,1000,50,0.939,0.0083653805554041,0.0591521731793239,0.2350378625674754,0.2350378625674754,0.7143768798959356,0.6576448833461822,2.577967942717034,0.6749422766180311,6.491603941585139,6.726641804152613,30.98794862827872,,,,,4640.16,42.33623227958997,20.48965427344816,20.48965427344816,22.0,0.3821157885682916,0.8704284303119906,12.573359090762136,,7.606138699240983,0.0023166771540418,0.3826236121160909,0.988471586161678,0.2485149406930817,0.0,0.7015147964804953,1.1395199437163133,1.1138758098945116,,
1,85,PPI_global,1000,50,0.22,0.0128571428571428,0.0909137290096989,-1.2085559956582643,1.2085559956582643,1.2787179098549943,0.4130379992650016,1.6191089571188062,0.4179552427321772,6.491603941585139,5.283047945926873,,,,,,,,,,,,,,,0.0,8.342458680272102e-05,8.342458680272102e-05,,,,,0.7156826573033591,1.993811652574526,,
