b,h,bias_nw,var_lo_nw,var_ppci_nw,se_ppci_nw,bias_to_se,normal_approx_coverage,gain_nw,var_lo_signed_reference,var_ppci_signed_reference,gain_signed_reference
0.0,0.12119338238412083,0.019583781244938307,0.04126903630842732,0.04125688437401992,0.20311790756607337,0.09641582802623047,0.948934447762812,0.00029445646165759953,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.12405022652895578,0.020517944935846993,0.04031982918701136,0.04030679747773929,0.2007655286092194,0.10219854512865205,0.9488027021091185,0.0003232084444511063,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.12697441394210557,0.021496669061254896,0.0393925695093464,0.03937859433133291,0.19844040498681942,0.10832808501213613,0.948654654309347,0.00035476685546431685,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.12996753208006326,0.0225220791933097,0.03848675816298015,0.03847177121104381,0.19614222189789685,0.11482524759525625,0.9484882837559246,0.00038940541245069404,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.13303120581981218,0.023596402295830973,0.03760190798827031,0.03758583601207614,0.19387066826128221,0.12171208005550263,0.9483013185163391,0.00042742448599097926,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.1361670983409245,0.02472197156078267,0.03673754353630038,0.03672030798234096,0.19162543667880044,0.12901195159294668,0.9480912038489725,0.00046915368585787043,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.13937691202845306,0.025901231475449527,0.035893200834773174,0.03587471746242997,0.1894062233994173,0.13674963267088305,0.947855066718514,0.0005149546965256269,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.14266238939710707,0.027136743131322413,0.03506842716187222,0.0350486056316805,0.1872127282843784,0.14495137900079832,0.9475896757889617,0.0005652243854629146,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.14602531403721258,0.028431189786222073,0.03426278082809419,0.03424152426019923,0.18504465477337959,0.15364502055485565,0.9472913963009765,0.0006203982099879379,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.14946751158297197,0.029787382691741148,0.03347583096606878,0.03345303546671516,0.18290170985180854,0.1628600559058503,0.9469561391587651,0.0006809539508287887,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.1529908507035477,0.031208267198660298,0.0327071573283966,0.03268271148213635,0.18078360401910443,0.17262775221232088,0.9465793034581195,0.0007474158030551514,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.1565972441175087,0.03269692915359815,0.031956350093550516,0.03193013441868814,0.17869005125828394,0.18298125118525502,0.9461557115799122,0.0008203588578055143,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.1602886496311897,0.03425660160078705,0.031223009679901277,0.031194896044514173,0.17662076900668894,0.19395568139265487,0.9456795358501218,0.0009004140111835701,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.16406707120152758,0.0358906718035295,0.030506746567945272,0.03047659756362522,0.1745754781280155,0.20558827727918932,0.94514421562594,0.0009882733398955956,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.16793456002395124,0.03760268860058411,0.02980718113082888,0.029774849401083693,0.17255390288568873,0.21791850530030987,0.944542363504984,0.0010846959866240846,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.1718932156459163,0.039396370113457986,0.02912394347328274,0.029089270993315614,0.170555770917655,0.23098819759361122,0.9438656591680844,0.0011905146018063029,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.17594518710668833,0.04127561182134342,0.02845667327909862,0.028419490583444992,0.16858081321266957,0.24484169363492772,0.9431047291522392,0.0013066423924169568,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.18009267410399396,0.043244495021236506,0.027805019667302033,0.027765145021548938,0.16662876408816377,0.25952599035275636,0.942249010605605,0.0014340808325334908,0.02439285714285714,0.011775714285714285,0.5172474377745242
