x0_index,method,n_reps,n_unlab_clusters,coverage,coverage_cluster_se,coverage_cluster_sd,bias,abs_bias,rmse,se_mean,width,emp_sd,theta0_mean,theta_hat_mean,lambda_factor_mean,h_factor_mean,R_MB_mean,R_GH_mean,bias_score_mean,bias_budget_mean,fallback_rate,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,tuning_seconds_mean_per_unlab_draw,estimation_seconds_mean,amortized_procedure_seconds_mean,nw_corr_mean,nw_relative_difference_mean,negative_weight_fraction_mean,M_lambda_over_eigmax_mean,width_ratio_vs_GH_P1_c300,rmse_ratio_vs_GH_P1_c300,theta0,dataset,reference,method_family,bias_rescored,rmse_rescored
3,LO_GH_P1_c300w,1000,50,0.94,0.0084515425472851,0.0597614304667196,0.0018575266637474,0.0018575266637474,0.0559915911679812,0.055637253707415,0.2180980345330668,0.0559887722568967,0.4874660834667249,0.4893236101304725,,,1126.178237197517,295.2622610273761,295.2622610273761,300.0,,0.0024508417015361,,,23.942007897440345,0.0070369233274832,1.2041373181995003,0.9999623114571448,0.0042958564540077,3e-05,22.344613825784485,1.4976296335987396,1.5630991944749175,0.46642837682848365,blogfeedback,matern52_0.8h0,LO,0.022895233301988838,0.06046320851698418
3,PPI_global,1000,50,0.031,0.005694608979427,0.0402669662555868,0.1474368702617575,0.1474368702617575,0.1522169604856028,0.0391196255743198,0.1533489322513336,0.0378656328752906,0.4874660834667249,0.6349029537284825,,,,,,,,,,,0.0,8.319214545190334e-05,8.319214545190334e-05,,,,,1.0530122644709254,4.249391798969388,0.46642837682848365,blogfeedback,matern52_0.8h0,PPI,0.16847457689999884,0.17267326199654323
4,GH_P1_c300,1000,50,0.95,0.0068511878904467,0.0484452141651804,0.0007069484215803,0.0007069484215803,0.0346835540923932,0.0354909031092589,0.1391243401882951,0.034693699733675,0.4821097246139361,0.4828166730355163,4216.965034285823,1.0,1427.151192860161,269.2468189525716,269.2468189525716,300.0,0.0,0.0028960563515735,0.0011982311903633,0.0016644295972352,23.907397114988417,0.0072352457260712,1.2026051014754922,0.9999574597333488,0.0038700155441391,4.6000000000000014e-05,18.07584913934188,1.0,1.0,0.4573466507972877,blogfeedback,matern52_0.8h0,PPCI,0.025470022238228585,0.0430252388863217
4,LO_GH_P1_c300w,1000,50,0.947,0.0070580681868774,0.0499080787701812,0.0035658134808738,0.0035658134808738,0.0545017417901423,0.0541767158185837,0.2123727260088481,0.0544121817049901,0.4821097246139361,0.4856755380948097,,,1427.151192860161,269.2468189525716,269.2468189525716,300.0,,0.0028969338023379,,,23.907397114988417,0.0070496436581015,1.2024194994075224,0.9999574597333488,0.0038700155441391,4.6000000000000014e-05,18.07584913934188,1.526495836180904,1.571400140970432,0.4573466507972877,blogfeedback,matern52_0.8h0,LO,0.028328887297521976,0.06132088296734371
4,PPI_global,1000,50,0.024,0.0051981158281886,0.0367562295150531,0.151957394800732,0.151957394800732,0.1566219633077653,0.0390891517593799,0.1532294748967692,0.0379582716432083,0.4821097246139361,0.634067119414668,,,,,,,,,,,0.0,8.237876091152429e-05,8.237876091152429e-05,,,,,1.101385096880846,4.515741463246282,0.4573466507972877,blogfeedback,matern52_0.8h0,PPI,0.17672046861738028,0.1807470984112883
5,GH_P1_c300,1000,50,0.955,0.0057587555344989,0.0407205508963977,0.0033006967242582,0.0033006967242582,0.0357313286634017,0.0367925207844558,0.1442266814750669,0.0355963530370182,0.5290206768015446,0.5323213735258028,328.9704921476858,1.0,3020.3988836149983,34.851385125994014,34.851385125994014,300.0,0.0,0.1526991192122624,0.0625604272366647,0.0900829685864157,23.758377895727754,0.0072448879824951,1.1951637827688828,0.981061941181011,0.0528395723833668,4.000000000000001e-05,1.1023747234751575,1.0,1.0,0.5091587568886244,blogfeedback,matern52_0.8h0,PPCI,0.023162616637178335,0.042453975769854456
5,LO_GH_P1_c300w,1000,50,0.945,0.0073192505471139,0.0517549169506765,0.005247830287585,0.005247830287585,0.056379547273665,0.0562782481778792,0.2206107328572865,0.0561628693707158,0.5290206768015446,0.5342685070891295,,,3020.3988836149983,34.851385125994014,34.851385125994014,300.0,,0.1527440552709135,,,23.758377895727754,0.0069941214183345,1.194913016204722,0.981061941181011,0.0528395723833668,4.000000000000001e-05,1.1023747234751575,1.5296110997008865,1.5778743579555856,0.5091587568886244,blogfeedback,matern52_0.8h0,LO,0.0251097502005051,0.06149482240959722
5,PPI_global,1000,50,0.201,0.0158751506500966,0.1122542667704139,0.1054517888376673,0.1054517888376673,0.1117671689510471,0.0389904049551726,0.1528423874242767,0.0370566253151536,0.5290206768015446,0.6344724656392118,,,,,,,,,,,0.0,8.244436979293823e-05,8.244436979293823e-05,,,,,1.0597372543075485,3.127988046678099,0.5091587568886244,blogfeedback,matern52_0.8h0,PPI,0.12531370875058734,0.13067266694720425
6,GH_P1_c300,1000,50,0.962,0.0056351665495188,0.0398466448028038,0.0043654715828884,0.0043654715828884,0.0359190782343112,0.0366569113643308,0.1436950925481769,0.0356706494795911,0.5476054522795356,0.5519709238624241,395.1312628295207,1.0,4330.016828713327,41.50083622262982,41.50083622262982,300.0,0.0,0.1186629315631211,0.047234214246655,0.0730391668529008,23.6310116795078,0.0071813578503206,1.1887319418257103,0.9706780140264024,0.0533066939905738,3.2000000000000005e-05,1.1721955039006215,1.0,1.0,0.5292447981228062,blogfeedback,matern52_0.8h0,PPCI,0.022726125739617853,0.04228001454818196
6,LO_GH_P1_c300w,1000,50,0.943,0.0078259119570299,0.0553375541378473,0.0046607674594527,0.0046607674594527,0.0578047430045546,0.0568307645811934,0.2227765971582785,0.0576453688431306,0.5476054522795356,0.5522662197389884,,,4330.016828713327,41.50083622262982,41.50083622262982,300.0,,0.1186895105120515,,,23.6310116795078,0.0069515011729672,1.188502085148357,0.9706780140264024,0.0533066939905738,3.2000000000000005e-05,1.1721955039006215,1.5503424174599962,1.6093047440548585,0.5292447981228062,blogfeedback,matern52_0.8h0,LO,0.023021421616182147,0.06204555917824845
6,PPI_global,1000,50,0.391,0.0194668740087737,0.1376515862010804,0.0864034626384013,0.0864034626384013,0.0942013030271034,0.0388876228191216,0.1524394814509569,0.0375464628556608,0.5476054522795356,0.6340089149179371,,,,,,,,,,,0.0,8.182862307876349e-05,8.182862307876349e-05,,,,,1.0608537755027945,2.6225980080167792,0.5292447981228062,blogfeedback,matern52_0.8h0,PPI,0.10476411679513087,0.11128273587561714
7,GH_P1_c300,1000,50,0.946,0.0084322026076421,0.0596246764420262,-0.0004497300824806,0.0004497300824806,0.0364597334246376,0.0367814282162489,0.1441831986076959,0.0364752017759071,0.4873038616715768,0.4868541315890962,4869.675251658629,1.0,1128.4632486324156,295.472023913002,295.472023913002,300.0,0.0,0.0024290905804602,0.0010330423058871,0.0013784772469866,23.97670775739476,0.0071844231663271,1.2060198110360651,0.9999622711132156,0.0042978651803488,3.6e-05,22.334530014839828,1.0,1.0,0.4661778108294078,blogfeedback,matern52_0.8h0,PPCI,0.020676320759688394,0.04191205249574476
7,LO_GH_P1_c300w,1000,50,0.946,0.0076718409040557,0.0542481072744214,0.0004606090322991,0.0004606090322991,0.0552977622490351,0.0554409784323135,0.2173286354546692,0.0553235125431338,0.4873038616715768,0.4877644707038761,,,1128.4632486324156,295.472023913002,295.472023913002,300.0,,0.002428510691589,,,23.97670775739476,0.0070288251610472,1.2058642130307853,0.9999622711132156,0.0042978651803488,3.6e-05,22.334530014839828,1.5073090176476989,1.516680377363038,0.4661778108294078,blogfeedback,matern52_0.8h0,LO,0.021586659874468284,0.05936003902968859
7,PPI_global,1000,50,0.032,0.0054883922035138,0.0388087934491603,0.1448174356819305,0.1448174356819305,0.1495627593426199,0.0387469919504955,0.1518882084459425,0.0373942192366771,0.4873038616715768,0.6321212973535074,,,,,,,,,,,0.0,8.296484407037497e-05,8.296484407037497e-05,,,,,1.053439026964653,4.1021352954147785,0.4661778108294078,blogfeedback,matern52_0.8h0,PPI,0.16594348652409963,0.17010047038283693
8,GH_P1_c300,1000,50,0.957,0.0058918830363717,0.0416619044897648,0.0048482842148859,0.0048482842148859,0.0361701542070356,0.0366767436232402,0.1437728350031016,0.035861682277721,0.5194230415950704,0.5242713258099563,391.9146169677683,1.0,2238.135298181188,36.762944789224086,36.762944789224086,300.0,0.0,0.1336993937203224,0.0549918214312985,0.0792359533458516,23.83437495881692,0.0071518195318058,1.1988705674726516,0.9831299531260128,0.0557971993472663,3.2e-05,1.4809685721543853,1.0,1.0,0.5003066661532557,blogfeedback,matern52_0.8h0,PPCI,0.023964659656700582,0.04311703964784587
8,LO_GH_P1_c300w,1000,50,0.945,0.0071784825865149,0.0507595371555424,0.006133640804193,0.006133640804193,0.0562372980219359,0.0560824669010224,0.2198432702520078,0.0559297798991982,0.5194230415950704,0.5255566823992633,,,2238.135298181188,36.762944789224086,36.762944789224086,300.0,,0.1337193415170463,,,23.83437495881692,0.0070455538854002,1.1987643018262462,0.9831299531260128,0.0557971993472663,3.2e-05,1.4809685721543853,1.529101587565309,1.5547984036793805,0.5003066661532557,blogfeedback,matern52_0.8h0,LO,0.025250016246007645,0.061339835830533755
8,PPI_global,1000,50,0.164,0.0127807252836257,0.0903733751653412,0.1120094644400582,0.1120094644400582,0.1179971662177365,0.0387473607345034,0.1518896540792534,0.0371293644029686,0.5194230415950704,0.6314325060351285,,,,,,,,,,,0.0,8.253901079297066e-05,8.253901079297066e-05,,,,,1.0564558602184952,3.262279877003798,0.5003066661532557,blogfeedback,matern52_0.8h0,PPI,0.13112583988187276,0.13627617912164253
9,GH_P1_c300,1000,50,0.96,0.0055328333517248,0.0391230398217975,0.0004348999507965,0.0004348999507965,0.0344401377496839,0.0351057663690948,0.1376146041668516,0.0344546233664122,0.4691013741199386,0.4695362740707348,4216.965034285823,1.0,1163.1699544334467,262.7658925558636,262.7658925558636,300.0,0.0,0.0028559865298333,0.0011967244309687,0.0016361611563369,23.809234533105045,0.0071533084651455,1.1976150351203978,0.9999537112486504,0.0043312350912972,3.0000000000000004e-05,19.497114044173248,1.0,1.0,0.4427280867044441,blogfeedback,matern52_0.8h0,PPCI,0.026808187366290703,0.04364187049286665
9,LO_GH_P1_c300w,1000,50,0.95,0.0068511878904467,0.0484452141651804,0.0003336466763776,0.0003336466763776,0.0516619501346773,0.0531990668583381,0.2085403420846854,0.0516867225591073,0.4691013741199386,0.469435020796316,,,1163.1699544334467,262.7658925558636,262.7658925558636,300.0,,0.0028553022757819,,,23.809234533105045,0.0070438968269154,1.1975056234821675,0.9999537112486504,0.0043312350912972,3.0000000000000004e-05,19.497114044173248,1.5153939754231276,1.5000506243663756,0.4427280867044441,blogfeedback,matern52_0.8h0,LO,0.026706934091871914,0.058155877606660016
9,PPI_global,1000,50,0.008,0.0026186146828319,0.018516401995451,0.1633516309838765,0.1633516309838765,0.1675528425321282,0.038861486336622,0.1523370264395585,0.0373040384782983,0.4691013741199386,0.632453005103815,,,,,,,,,,,0.0,8.159540686756372e-05,8.159540686756372e-05,,,,,1.106982993279235,4.8650456554479335,0.4427280867044441,blogfeedback,matern52_0.8h0,PPI,0.1897249183993709,0.19335393545814245
10,GH_P1_c300,1000,50,0.951,0.006774803257931,0.0479050932488777,0.0085628035161277,0.0085628035161277,0.0394384440842051,0.0389225797947755,0.15257651279552,0.0385169160311117,0.5775158991551574,0.5860787026712851,1676.946230797886,1.0,3574.8641649176884,122.32849460096963,122.32849460096963,300.0,0.0,0.0192402085767718,0.0074796259646498,0.0117497629622208,23.737247175741945,0.0072057668212801,1.1940681256083772,0.9949621986328836,0.0224535257732199,5.2e-05,5.230760015187523,1.0,1.0,0.5674252426185447,blogfeedback,matern52_0.8h0,PPCI,0.01865346005274049,0.042778742848128985
10,LO_GH_P1_c300w,1000,50,0.951,0.0073526338471187,0.0519909725287938,0.0117661939270177,0.0117661939270177,0.0606204479936755,0.0610566373168304,0.2393420182819755,0.059497355661882,0.5775158991551574,0.589282093082175,,,3574.8641649176884,122.32849460096963,122.32849460096963,300.0,,0.0192424254967716,,,23.737247175741945,0.0069693187540397,1.1938316775411366,0.9949621986328836,0.0224535257732199,5.2e-05,5.230760015187523,1.5686688199692755,1.5370902529583714,0.5674252426185447,blogfeedback,matern52_0.8h0,LO,0.021856850463630395,0.06335706201849346
10,PPI_global,1000,50,0.724,0.0190187877035915,0.1344831375515692,0.0546803501143972,0.0546803501143972,0.06660404557993,0.0389802800985954,0.1528026979864941,0.0380474152181869,0.5775158991551574,0.6321962492695545,,,,,,,,,,,0.0,8.190526999533177e-05,8.190526999533177e-05,,,,,1.0014824378066445,1.688810173081968,0.5674252426185447,blogfeedback,matern52_0.8h0,PPI,0.06477100665100988,0.07510953003158455
11,GH_P1_c300,1000,50,0.951,0.0069237833234586,0.0489585413948394,0.0015181572250024,0.0015181572250024,0.0354828848542828,0.0357661895757563,0.140203463136965,0.0354681308293373,0.5027849065139974,0.5043030637389999,4211.312796668448,1.0,2128.345612903141,287.1359389699176,287.1359389699176,300.0,0.0,0.0027667997284723,0.0011395339844906,0.0016065055008616,23.90144450172782,0.0073819811157882,1.2024542062021792,0.9999112380240496,0.0043401180292154,3.800000000000001e-05,15.9108946394208,1.0,1.0,0.47928584736958385,blogfeedback,matern52_0.8h0,PPCI,0.025017216369416062,0.0433888399372078
11,LO_GH_P1_c300w,1000,50,0.958,0.0055988336977901,0.0395897327444314,0.0052597031342461,0.0052597031342461,0.0523989950778189,0.0545955020689996,0.2140143681104785,0.0521604344213496,0.5027849065139974,0.5080446096482435,,,2128.345612903141,287.1359389699176,287.1359389699176,300.0,,0.0027682912653444,,,23.90144450172782,0.0072321433350443,1.2023043684214354,0.9999112380240496,0.0043401180292154,3.800000000000001e-05,15.9108946394208,1.526455647542797,1.476739991491823,0.47928584736958385,blogfeedback,matern52_0.8h0,LO,0.028758762278659644,0.05954037802958043
11,PPI_global,1000,50,0.074,0.008111468323759,0.0573567425710992,0.1299977728568062,0.1299977728568062,0.1355755387701875,0.0391451561998468,0.1534490123033995,0.0385069935680584,0.5027849065139974,0.6327826793708037,,,,,,,,,,,0.0,8.247553929686546e-05,8.247553929686546e-05,,,,,1.0944737659831911,3.820871367335384,0.47928584736958385,blogfeedback,matern52_0.8h0,PPI,0.15349683200121983,0.15824848561521068
12,GH_P1_c300,1000,50,0.937,0.0069707845135747,0.0492908899973888,0.0020305993983815,0.0020305993983815,0.0390325382751177,0.0380693306082038,0.1492317759841589,0.0389991877726799,0.5493644882653576,0.5513950876637389,4162.7154625928015,1.0,2328.248289735635,283.5140606849359,283.5140606849359,300.0,0.0,0.003433943776947,0.0013453090517417,0.0020815661575642,23.88666796956211,0.0073985042199492,1.2017319026980546,0.999794675999866,0.0061796834917106,3.800000000000001e-05,15.165577697410392,1.0,1.0,0.5379895479317068,blogfeedback,matern52_0.8h0,PPCI,0.013405539732032068,0.041220434323147384
12,LO_GH_P1_c300w,1000,50,0.956,0.0064901809666288,0.0458925097263114,0.0062308659469002,0.0062308659469002,0.0573216341892617,0.0594187874155143,0.2329216466688163,0.0570104924722742,0.5493644882653576,0.5555953542122577,,,2328.248289735635,283.5140606849359,283.5140606849359,300.0,,0.0034336949668806,,,23.88666796956211,0.0073444192782044,1.20167781775631,0.999794675999866,0.0061796834917106,3.800000000000001e-05,15.165577697410392,1.5608046284562158,1.4685602505590294,0.5379895479317068,blogfeedback,matern52_0.8h0,LO,0.017605806280550862,0.059639839624764136
12,PPI_global,1000,50,0.443,0.0210930881415438,0.1491506566105122,0.0824422703460112,0.0824422703460112,0.0913761300551374,0.0391374496578001,0.1534188026585765,0.0394261794709588,0.5493644882653576,0.6318067586113687,,,,,,,,,,,0.0,8.307590149343014e-05,8.307590149343014e-05,,,,,1.0280572059590185,2.3410245424235563,0.5379895479317068,blogfeedback,matern52_0.8h0,PPI,0.09381721067966187,0.10175725145541539
13,GH_P1_c300,1000,50,0.943,0.0074244494058207,0.0524987852143227,-0.0018936371797395,0.0018936371797395,0.0367166634191941,0.0355580228200704,0.139387449454676,0.0366861470347344,0.4668320168686672,0.4649383796889276,4869.675251658629,1.0,1032.2827145349768,286.57863859839364,286.57863859839364,300.0,0.0,0.0023997563926756,0.0010099519652314,0.0013565471887114,21.76964564550668,0.00607209849637,1.0945543807717042,0.9999769625448378,0.0037574951288766,4.200000000000001e-05,22.6260990106538,1.0,1.0,0.4405515863387269,blogfeedback,matern52_0.8h0,PPCI,0.02438679335020072,0.044036839132427424
13,LO_GH_P1_c300w,1000,50,0.956,0.0064901809666288,0.0458925097263114,-0.0014594677819244,0.0014594677819244,0.0511766843887912,0.053665920395982,0.2103704079522494,0.0511814665806365,0.4668320168686672,0.4653725490867426,,,1032.2827145349768,286.57863859839364,286.57863859839364,300.0,,0.0023989139326634,,,21.76964564550668,0.0059852101048454,1.0944674923801796,0.9999769625448378,0.0037574951288766,4.200000000000001e-05,22.6260990106538,1.5092492815908416,1.3938272060428527,0.4405515863387269,blogfeedback,matern52_0.8h0,LO,0.024820962748015707,0.056859503783992425
13,PPI_global,1000,50,0.013,0.0037279966716285,0.0263609172674941,0.1642999160766668,0.1642999160766668,0.1691366352895336,0.0390287252706802,0.1529926030610664,0.0401790160107553,0.4668320168686672,0.6311319329453341,,,,,,,,,,,0.0,8.17659068852663e-05,8.17659068852663e-05,,,,,1.0976067333150703,4.606536093939161,0.4405515863387269,blogfeedback,matern52_0.8h0,PPI,0.19058034660660722,0.19476551924547497
14,GH_P1_c300,1000,50,0.935,0.0074573617920789,0.052731510929405,0.0006486134531673,0.0006486134531673,0.0384675065133913,0.0371609426632763,0.1456708952400433,0.0384812833350615,0.4884906334899634,0.489139246943131,4869.675251658629,1.0,1099.603317418822,293.8268793009689,293.8268793009689,300.0,0.0,0.0024906134278893,0.001063722385557,0.0014157995321986,21.76827495822683,0.0060662565566599,1.0944800044680014,0.999964454667503,0.0042155724851606,3.4e-05,22.50818488974936,1.0,1.0,0.468140013758773,blogfeedback,matern52_0.8h0,PPCI,0.02099923318435798,0.04382118383016609
14,LO_GH_P1_c300w,1000,50,0.962,0.0064775908850026,0.0458034844053754,-8.894419098034834e-05,8.894419098034834e-05,0.054046338425336,0.0558506762252182,0.2189346508028555,0.0540733086543228,0.4884906334899634,0.4884016892989833,,,1099.603317418822,293.8268793009689,293.8268793009689,300.0,,0.0024892978876108,,,21.76827495822683,0.0059822664996609,1.0943960144110023,0.999964454667503,0.0042155724851606,3.4e-05,22.50818488974936,1.502940243774055,1.4049867881746223,0.468140013758773,blogfeedback,matern52_0.8h0,LO,0.0202616755402103,0.057719444572982434
14,PPI_global,1000,50,0.039,0.0061095442229551,0.0432010015001069,0.1438114441361336,0.1438114441361336,0.1493613295275861,0.0389989679836595,0.1528759544959453,0.0403572050286638,0.4884906334899634,0.6323020776260972,,,,,,,,,,,0.0,8.157458063215018e-05,8.157458063215018e-05,,,,,1.0494612135391164,3.882792077401492,0.468140013758773,blogfeedback,matern52_0.8h0,PPI,0.16416206386732424,0.16904513748377184
15,GH_P1_c300,1000,50,0.949,0.006774803257931,0.0479050932488777,0.0002258204687537,0.0002258204687537,0.0374027195719192,0.0365133332018337,0.1431322661511882,0.037420752921885,0.5546828769992597,0.5549086974680133,392.8217346429128,1.0,5399.604068956503,42.8097381628702,42.8097381628702,300.0,0.0,0.1157419355716699,0.0454691377447765,0.0724098433263338,21.586611934881656,0.006085077939555,1.085415674683638,0.9716630364019204,0.0472006970526119,2.6e-05,1.092550503960242,1.0,1.0,0.5365550956979145,blogfeedback,matern52_0.8h0,PPCI,0.018353601770098815,0.04166253874197896
15,LO_GH_P1_c300w,1000,50,0.963,0.0054976804013982,0.0388744709262508,-0.0009089600588159,0.0009089600588159,0.0544465971493895,0.0570047272313223,0.2234585307467836,0.0544662492288982,0.5546828769992597,0.5537739169404435,,,5399.604068956503,42.8097381628702,42.8097381628702,300.0,,0.1157514853760662,,,21.586611934881656,0.0060030177971348,1.0853336145412176,0.9716630364019204,0.0472006970526119,2.6e-05,1.092550503960242,1.5612030519432152,1.45568551625498,0.5365550956979145,blogfeedback,matern52_0.8h0,LO,0.017218821242529048,0.05709722880965029
15,PPI_global,1000,50,0.494,0.0249341991191673,0.1763114128061887,0.0768871080745427,0.0768871080745427,0.086521338767768,0.0388438537025282,0.1522679065139107,0.0396974881404999,0.5546828769992597,0.6315699850738022,,,,,,,,,,,0.0,8.33112457767129e-05,8.33112457767129e-05,,,,,1.0638265613224676,2.313236570977191,0.5365550956979145,blogfeedback,matern52_0.8h0,PPI,0.09501488937588776,0.10296671247161703
16,GH_P1_c300,1000,50,0.947,0.0066101344578624,0.0467407089970939,0.0002946599640021,0.0002946599640021,0.0362026556971294,0.0356996385961561,0.139942583296932,0.0362195708470276,0.4690854498764982,0.4693801098405001,4869.675251658629,1.0,1029.563611616191,293.682165050989,293.682165050989,300.0,0.0,0.0023139308636478,0.0009762188729436,0.0013256476882924,21.843279276303942,0.0060690376497805,1.0982330014649777,0.999980959702344,0.0031997103249739,2.8000000000000003e-05,23.193168302652552,1.0,1.0,0.44424257059865246,blogfeedback,matern52_0.8h0,PPCI,0.02513753924184764,0.0440731361961676
16,LO_GH_P1_c300w,1000,50,0.959,0.0061759903774906,0.043670846764665,-0.00153863478003,0.00153863478003,0.0516037064603496,0.0540262646976689,0.2117829576148624,0.0516065728548353,0.4690854498764982,0.467546815096468,,,1029.563611616191,293.682165050989,293.682165050989,300.0,,0.0023123607152823,,,21.843279276303942,0.0059820929048582,1.0981460567200554,0.999980959702344,0.0031997103249739,2.8000000000000003e-05,23.193168302652552,1.5133560680775664,1.4254121822461028,0.44424257059865246,blogfeedback,matern52_0.8h0,LO,0.02330424449781554,0.05660090931313356
