dataset,x0_index,reference,kernel,bandwidth,bandwidth_over_h0,ess,theta0,theta0_baseline,shift,abs_shift
blogfeedback,6,matern52_0.8h0,matern52,16.542443719618884,0.7999999999999999,13483.312868433404,0.5292447981228062,0.5476054522795357,-0.018360654156729495,0.018360654156729495
blogfeedback,6,matern52_h0,matern52,20.678054649523606,1.0,13800.725785771489,0.5476054522795357,0.5476054522795357,0.0,0.0
blogfeedback,6,matern52_1.2h0,matern52,24.813665579428328,1.2,14001.832864010847,0.5616780211535085,0.5476054522795357,0.01407256887397279,0.01407256887397279
blogfeedback,6,gaussian_ess_matched,gaussian,21.03953277542745,1.0174812443448191,13800.725785771489,0.5476469744596895,0.5476054522795357,4.152218015374132e-05,4.152218015374132e-05
blogfeedback,7,matern52_0.8h0,matern52,9.696896866744808,0.8000000000000002,10756.855062932802,0.4661778108294078,0.48730386167157713,-0.02112605084216934,0.02112605084216934
blogfeedback,7,matern52_h0,matern52,12.121121083431008,1.0,11831.02561302876,0.48730386167157713,0.48730386167157713,0.0,0.0
blogfeedback,7,matern52_1.2h0,matern52,14.545345300117209,1.2,12531.600254180754,0.5050637364597396,0.48730386167157713,0.017759874788162433,0.017759874788162433
blogfeedback,7,gaussian_ess_matched,gaussian,11.917960018133874,0.9832390862281835,11831.02561302876,0.4838773145446893,0.48730386167157713,-0.0034265471268878356,0.0034265471268878356
blogfeedback,8,matern52_0.8h0,matern52,11.865386212563159,0.8,12647.727812827963,0.5003066661532557,0.5194230415950701,-0.019116375441814437,0.019116375441814437
blogfeedback,8,matern52_h0,matern52,14.831732765703949,1.0,13156.250505774324,0.5194230415950701,0.5194230415950701,0.0,0.0
blogfeedback,8,matern52_1.2h0,matern52,17.79807931884474,1.2,13497.044606158037,0.5349340858244922,0.5194230415950701,0.015511044229422066,0.015511044229422066
blogfeedback,8,gaussian_ess_matched,gaussian,15.187830038959703,1.0240091484171812,13156.250505774324,0.5187830671910763,0.5194230415950701,-0.0006399744039938815,0.0006399744039938815
blogfeedback,9,matern52_0.8h0,matern52,9.623332335763465,0.8,11029.154396012205,0.4427280867044441,0.46910137411993846,-0.026373287415494384,0.026373287415494384
blogfeedback,9,matern52_h0,matern52,12.02916541970433,1.0,11981.53857996442,0.46910137411993846,0.46910137411993846,0.0,0.0
blogfeedback,9,matern52_1.2h0,matern52,14.434998503645197,1.2,12615.882232847254,0.4901389595683838,0.46910137411993846,0.02103758544844536,0.02103758544844536
blogfeedback,9,gaussian_ess_matched,gaussian,11.943466192657482,0.992875712981179,11981.53857996442,0.46772735929077214,0.46910137411993846,-0.0013740148291663257,0.0013740148291663257
blogfeedback,10,matern52_0.8h0,matern52,15.277434915369051,0.8,13442.653369892436,0.5674252426185447,0.5775158991551573,-0.010090656536612674,0.010090656536612674
blogfeedback,10,matern52_h0,matern52,19.096793644211314,1.0,13781.867333003649,0.5775158991551573,0.5775158991551573,0.0,0.0
blogfeedback,10,matern52_1.2h0,matern52,22.916152373053574,1.2,13991.251278968739,0.5858598079994188,0.5775158991551573,0.008343908844261505,0.008343908844261505
blogfeedback,10,gaussian_ess_matched,gaussian,19.281686417077402,1.0096818752043297,13781.86733300365,0.5761569594161099,0.5775158991551573,-0.0013589397390474378,0.0013589397390474378
blogfeedback,11,matern52_0.8h0,matern52,11.875029484995437,0.8,12370.374467344358,0.47928584736958385,0.5027849065139974,-0.02349905914441358,0.02349905914441358
blogfeedback,11,matern52_h0,matern52,14.843786856244297,1.0,12977.33521882476,0.5027849065139974,0.5027849065139974,0.0,0.0
blogfeedback,11,matern52_1.2h0,matern52,17.812544227493156,1.2,13375.440268752698,0.5212878883294279,0.5027849065139974,0.01850298181543042,0.01850298181543042
blogfeedback,11,gaussian_ess_matched,gaussian,15.050157567796973,1.013902834468811,12977.33521882476,0.5022976051309661,0.5027849065139974,-0.0004873013830313244,0.0004873013830313244
blogfeedback,12,matern52_0.8h0,matern52,12.401630152850222,0.8,12592.17694025387,0.5379895479317068,0.5493644882653572,-0.011374940333650385,0.011374940333650385
blogfeedback,12,matern52_h0,matern52,15.502037691062776,1.0,13162.838301002232,0.5493644882653572,0.5493644882653572,0.0,0.0
blogfeedback,12,matern52_1.2h0,matern52,18.602445229275332,1.2,13528.230474098491,0.559735723980624,0.5493644882653572,0.010371235715266769,0.010371235715266769
blogfeedback,12,gaussian_ess_matched,gaussian,15.681081713195033,1.0115497088641114,13162.838301002232,0.5463750171854025,0.5493644882653572,-0.002989471079954731,0.002989471079954731
blogfeedback,13,matern52_0.8h0,matern52,9.573058764366841,0.8,10578.569685221903,0.4405515863387269,0.4668320168686671,-0.026280430529940224,0.026280430529940224
blogfeedback,13,matern52_h0,matern52,11.966323455458552,1.0,11687.474706223846,0.4668320168686671,0.4668320168686671,0.0,0.0
blogfeedback,13,matern52_1.2h0,matern52,14.359588146550262,1.2,12418.627882967423,0.48803543379063347,0.4668320168686671,0.021203416921966367,0.021203416921966367
blogfeedback,13,gaussian_ess_matched,gaussian,11.705870018024921,0.9782344645451797,11687.474706223846,0.46427597200933207,0.4668320168686671,-0.002556044859335027,0.002556044859335027
blogfeedback,14,matern52_0.8h0,matern52,9.628047270878788,0.8000000000000002,10718.513512238218,0.468140013758773,0.4884906334899638,-0.02035061973119079,0.02035061973119079
blogfeedback,14,matern52_h0,matern52,12.035059088598484,1.0,11798.172643068023,0.4884906334899638,0.4884906334899638,0.0,0.0
blogfeedback,14,matern52_1.2h0,matern52,14.442070906318179,1.2,12504.9766908971,0.5057918261339202,0.4884906334899638,0.017301192643956353,0.017301192643956353
blogfeedback,14,gaussian_ess_matched,gaussian,11.825454317384256,0.9825838186857929,11798.172643068023,0.4849155220231663,0.4884906334899638,-0.0035751114667975092,0.0035751114667975092
blogfeedback,15,matern52_0.8h0,matern52,18.53643075351029,0.8,13652.212778374627,0.5365550956979145,0.5546828769992594,-0.01812778130134496,0.01812778130134496
blogfeedback,15,matern52_h0,matern52,23.170538441887864,1.0,13929.048249370362,0.5546828769992594,0.5546828769992594,0.0,0.0
blogfeedback,15,matern52_1.2h0,matern52,27.804646130265436,1.2,14100.575137137324,0.5682855290234152,0.5546828769992594,0.013602652024155781,0.013602652024155781
blogfeedback,15,gaussian_ess_matched,gaussian,23.496347690442487,1.014061358538204,13929.048249370366,0.5549357116312412,0.5546828769992594,0.0002528346319817798,0.0002528346319817798
blogfeedback,16,matern52_0.8h0,matern52,9.343260048959513,0.8,10679.98727175237,0.44424257059865246,0.4690854498764978,-0.024842879277845342,0.024842879277845342
blogfeedback,16,matern52_h0,matern52,11.67907506119939,1.0,11725.211649517043,0.4690854498764978,0.4690854498764978,0.0,0.0
blogfeedback,16,matern52_1.2h0,matern52,14.014890073439267,1.2,12425.036279374423,0.4893445971943555,0.4690854498764978,0.020259147317857717,0.020259147317857717
blogfeedback,16,gaussian_ess_matched,gaussian,11.518353601997543,0.9862385113239146,11725.211649517043,0.4668888843115023,0.4690854498764978,-0.002196565564995534,0.002196565564995534
blogfeedback,17,matern52_0.8h0,matern52,9.502086378493683,0.8,10702.352872281395,0.4337088663895002,0.46187087954775885,-0.02816201315825867,0.02816201315825867
blogfeedback,17,matern52_h0,matern52,11.877607973117103,1.0,11758.183200602856,0.46187087954775885,0.46187087954775885,0.0,0.0
blogfeedback,17,matern52_1.2h0,matern52,14.253129567740523,1.2,12459.035383697803,0.48413521189811287,0.46187087954775885,0.02226433235035402,0.02226433235035402
blogfeedback,17,gaussian_ess_matched,gaussian,11.693667508688067,0.9845136777669921,11758.183200602856,0.4602723716707461,0.46187087954775885,-0.001598507877012767,0.001598507877012767
blogfeedback,18,matern52_0.8h0,matern52,13.280549108381772,0.8,12989.02906778159,0.5111292413866828,0.5299412660223733,-0.01881202463569054,0.01881202463569054
blogfeedback,18,matern52_h0,matern52,16.600686385477214,1.0,13420.56333087841,0.5299412660223733,0.5299412660223733,0.0,0.0
blogfeedback,18,matern52_1.2h0,matern52,19.920823662572655,1.2,13705.977379303291,0.54501143887603,0.5299412660223733,0.015070172853656638,0.015070172853656638
blogfeedback,18,gaussian_ess_matched,gaussian,16.99636494052351,1.0238350719878937,13420.563330878416,0.5294517915755375,0.5299412660223733,-0.0004894744468358914,0.0004894744468358914
blogfeedback,19,matern52_0.8h0,matern52,10.224000938743055,0.8,11147.249820925825,0.4662577059103155,0.4888857102246811,-0.02262800431436557,0.02262800431436557
blogfeedback,19,matern52_h0,matern52,12.780001173428818,1.0,12115.33015546147,0.4888857102246811,0.4888857102246811,0.0,0.0
blogfeedback,19,matern52_1.2h0,matern52,15.336001408114582,1.2,12747.572464148498,0.5075387020563195,0.4888857102246811,0.018652991831638377,0.018652991831638377
blogfeedback,19,gaussian_ess_matched,gaussian,12.635817561942357,0.9887180283061134,12115.330155461472,0.4860988138781578,0.4888857102246811,-0.002786896346523293,0.002786896346523293
blogfeedback,20,matern52_0.8h0,matern52,11.972416132831212,0.8,12715.933014876955,0.5265374825134961,0.5407642960679032,-0.014226813554407136,0.014226813554407136
blogfeedback,20,matern52_h0,matern52,14.965520166039013,1.0,13220.453052081386,0.5407642960679032,0.5407642960679032,0.0,0.0
blogfeedback,20,matern52_1.2h0,matern52,17.958624199246817,1.2,13554.675209463147,0.5529547131910297,0.5407642960679032,0.012190417123126518,0.012190417123126518
blogfeedback,20,gaussian_ess_matched,gaussian,15.294781894105808,1.022001355409883,13220.453052081386,0.538947333621566,0.5407642960679032,-0.0018169624463372225,0.0018169624463372225
blogfeedback,21,matern52_0.8h0,matern52,16.096265257966056,0.8,13428.709816362343,0.551405158058703,0.5652206529216839,-0.013815494862980837,0.013815494862980837
blogfeedback,21,matern52_h0,matern52,20.12033157245757,1.0,13774.255990066358,0.5652206529216839,0.5652206529216839,0.0,0.0
blogfeedback,21,matern52_1.2h0,matern52,24.144397886949083,1.2,13988.597460071418,0.5761162098374163,0.5652206529216839,0.010895556915732407,0.010895556915732407
blogfeedback,21,gaussian_ess_matched,gaussian,20.37594551212037,1.012704260799196,13774.255990066358,0.5643555542408866,0.5652206529216839,-0.000865098680797316,0.000865098680797316
blogfeedback,22,matern52_0.8h0,matern52,10.50257328481331,0.8,12036.649380606827,0.4781418240879662,0.4997934639429799,-0.021651639855013727,0.021651639855013727
blogfeedback,22,matern52_h0,matern52,13.128216606016638,1.0,12699.76295115132,0.4997934639429799,0.4997934639429799,0.0,0.0
blogfeedback,22,matern52_1.2h0,matern52,15.753859927219965,1.2,13146.02600727913,0.5172338991210905,0.4997934639429799,0.017440435178110614,0.017440435178110614
blogfeedback,22,gaussian_ess_matched,gaussian,13.339946608417819,1.016127857176286,12699.762951151324,0.4991627215168481,0.4997934639429799,-0.000630742426131814,0.000630742426131814
blogfeedback,23,matern52_0.8h0,matern52,10.87674948263668,0.8,12168.342334656398,0.4751251844024017,0.49772419379066296,-0.02259900938826126,0.02259900938826126
blogfeedback,23,matern52_h0,matern52,13.595936853295848,1.0,12805.567064801593,0.49772419379066296,0.49772419379066296,0.0,0.0
blogfeedback,23,matern52_1.2h0,matern52,16.315124223955017,1.2,13230.00012086021,0.5157867034989658,0.49772419379066296,0.018062509708302865,0.018062509708302865
blogfeedback,23,gaussian_ess_matched,gaussian,13.809776111470141,1.0157281738273487,12805.567064801593,0.49715413659384705,0.49772419379066296,-0.0005700571968159096,0.0005700571968159096
blogfeedback,24,matern52_0.8h0,matern52,17.140625923796225,0.8,13583.93000696132,0.5336564892894093,0.5515687784603773,-0.017912289170967988,0.017912289170967988
blogfeedback,24,matern52_h0,matern52,21.42578240474528,1.0,13870.581098665083,0.5515687784603773,0.5515687784603773,0.0,0.0
blogfeedback,24,matern52_1.2h0,matern52,25.710938885694336,1.2,14052.39933756004,0.5652190845368058,0.5515687784603773,0.013650306076428476,0.013650306076428476
blogfeedback,24,gaussian_ess_matched,gaussian,21.825533576825414,1.0186574830514286,13870.581098665085,0.551807018592212,0.5515687784603773,0.0002382401318347105,0.0002382401318347105
blogfeedback,25,matern52_0.8h0,matern52,11.523874604702968,0.8,12461.621982910263,0.48902140269121164,0.5098905198501443,-0.020869117158932693,0.020869117158932693
blogfeedback,25,matern52_h0,matern52,14.40484325587871,1.0,13023.080849817934,0.5098905198501443,0.5098905198501443,0.0,0.0
blogfeedback,25,matern52_1.2h0,matern52,17.285811907054452,1.2,13397.599680518613,0.526665070683023,0.5098905198501443,0.01677455083287871,0.01677455083287871
blogfeedback,25,gaussian_ess_matched,gaussian,14.690773630431476,1.0198495998514996,13023.080849817936,0.5093063584101561,0.5098905198501443,-0.0005841614399881845,0.0005841614399881845
blogfeedback,26,matern52_0.8h0,matern52,14.550249301326915,0.8,13230.877731553193,0.5146053180943589,0.5342343046372842,-0.01962898654292522,0.01962898654292522
blogfeedback,26,matern52_h0,matern52,18.187811626658643,1.0,13608.553953234363,0.5342343046372842,0.5342343046372842,0.0,0.0
blogfeedback,26,matern52_1.2h0,matern52,21.825373951990372,1.2,13852.314590329284,0.5495402509698705,0.5342343046372842,0.015305946332586307,0.015305946332586307
blogfeedback,26,gaussian_ess_matched,gaussian,18.542090963219394,1.0194789424826387,13608.553953234365,0.5341122138784037,0.5342343046372842,-0.0001220907588804776,0.0001220907588804776
blogfeedback,27,matern52_0.8h0,matern52,9.429146532780143,0.8,10601.08048890033,0.44566822667391864,0.47064747312411026,-0.024979246450191617,0.024979246450191617
blogfeedback,27,matern52_h0,matern52,11.786433165975177,1.0,11687.65707647462,0.47064747312411026,0.47064747312411026,0.0,0.0
blogfeedback,27,matern52_1.2h0,matern52,14.143719799170212,1.2,12409.884093328046,0.490994673826734,0.47064747312411026,0.020347200702623747,0.020347200702623747
blogfeedback,27,gaussian_ess_matched,gaussian,11.570382706193252,0.9816695639181483,11687.65707647462,0.46811788925674397,0.47064747312411026,-0.002529583867366292,0.002529583867366292
blogfeedback,28,matern52_0.8h0,matern52,9.834772527005585,0.8,10879.469280103915,0.47417491314856014,0.49335906724558903,-0.019184154097028894,0.019184154097028894
blogfeedback,28,matern52_h0,matern52,12.29346565875698,1.0,11915.304650790038,0.49335906724558903,0.49335906724558903,0.0,0.0
blogfeedback,28,matern52_1.2h0,matern52,14.752158790508377,1.2,12593.401803036219,0.5099387837351904,0.49335906724558903,0.01657971648960138,0.01657971648960138
blogfeedback,28,gaussian_ess_matched,gaussian,12.119703243732031,0.9858654654555306,11915.304650790038,0.4896184921903172,0.49335906724558903,-0.003740575055271811,0.003740575055271811
blogfeedback,29,matern52_0.8h0,matern52,17.046331617643375,0.8,13546.978294416831,0.5306050741366064,0.5490714179159469,-0.018466343779340533,0.018466343779340533
blogfeedback,29,matern52_h0,matern52,21.30791452205422,1.0,13846.354616144099,0.5490714179159469,0.5490714179159469,0.0,0.0
blogfeedback,29,matern52_1.2h0,matern52,25.569497426465063,1.2,14035.613149827972,0.5631324986494228,0.5490714179159469,0.014061080733475895,0.014061080733475895
blogfeedback,29,gaussian_ess_matched,gaussian,21.686615805021688,1.0177727990496443,13846.354616144105,0.549274524276586,0.5490714179159469,0.0002031063606390271,0.0002031063606390271
blogfeedback,30,matern52_0.8h0,matern52,13.404077672966807,0.8,12929.809453687552,0.5034793063598497,0.523880464732688,-0.02040115837283829,0.02040115837283829
blogfeedback,30,matern52_h0,matern52,16.75509709120851,1.0,13386.556380551207,0.523880464732688,0.523880464732688,0.0,0.0
blogfeedback,30,matern52_1.2h0,matern52,20.10611650945021,1.2,13684.625566916851,0.5400059145932743,0.523880464732688,0.016125449860586283,0.016125449860586283
blogfeedback,30,gaussian_ess_matched,gaussian,17.08673786310414,1.0197934258506711,13386.556380551208,0.5234527471350001,0.523880464732688,-0.0004277175976878933,0.0004277175976878933
blogfeedback,31,matern52_0.8h0,matern52,9.758560566152171,0.8,11432.145751219783,0.4960050945008544,0.5118836534689178,-0.01587855896806345,0.01587855896806345
blogfeedback,31,matern52_h0,matern52,12.198200707690214,1.0,12274.617195784034,0.5118836534689178,0.5118836534689178,0.0,0.0
blogfeedback,31,matern52_1.2h0,matern52,14.637840849228256,1.2,12835.690980804944,0.52584033898935,0.5118836534689178,0.013956685520432166,0.013956685520432166
blogfeedback,31,gaussian_ess_matched,gaussian,12.251691983045317,1.0043851775058414,12274.617195784034,0.508997855994884,0.5118836534689178,-0.0028857974740338355,0.0028857974740338355
blogfeedback,32,matern52_0.8h0,matern52,14.616660514178367,0.8,13253.468852119853,0.5173183930504257,0.5365754960126006,-0.019257102962174866,0.019257102962174866
blogfeedback,32,matern52_h0,matern52,18.270825642722958,1.0,13622.564970264059,0.5365754960126006,0.5365754960126006,0.0,0.0
blogfeedback,32,matern52_1.2h0,matern52,21.92499077126755,1.2,13862.44496892597,0.5516074676678707,0.5365754960126006,0.015031971655270149,0.015031971655270149
blogfeedback,32,gaussian_ess_matched,gaussian,18.666908427990087,1.0216784283869997,13622.564970264059,0.5365312198886305,0.5365754960126006,-4.4276123970066195e-05,4.4276123970066195e-05
blogfeedback,33,matern52_0.8h0,matern52,9.445368117562067,0.8,10540.38102996604,0.4465895597648593,0.47150806226251174,-0.02491850249765243,0.02491850249765243
blogfeedback,33,matern52_h0,matern52,11.806710146952582,1.0,11654.854597727404,0.47150806226251174,0.47150806226251174,0.0,0.0
blogfeedback,33,matern52_1.2h0,matern52,14.168052176343098,1.2,12391.610059058898,0.49173787057593255,0.47150806226251174,0.020229808313420805,0.020229808313420805
blogfeedback,33,gaussian_ess_matched,gaussian,11.540900381576677,0.9774865511164841,11654.854597727404,0.4689182891326937,0.47150806226251174,-0.0025897731298180626,0.0025897731298180626
blogfeedback,34,matern52_0.8h0,matern52,14.48741462510202,0.8,13226.407232884836,0.5262599716933232,0.5435324474308562,-0.01727247573753299,0.01727247573753299
blogfeedback,34,matern52_h0,matern52,18.109268281377524,1.0,13605.289890272086,0.5435324474308562,0.5435324474308562,0.0,0.0
blogfeedback,34,matern52_1.2h0,matern52,21.73112193765303,1.2,13851.53083346957,0.5572555624947365,0.5435324474308562,0.013723115063880353,0.013723115063880353
blogfeedback,34,gaussian_ess_matched,gaussian,18.49966332473365,1.0215577480707811,13605.289890272086,0.5430273933899757,0.5435324474308562,-0.0005050540408804149,0.0005050540408804149
blogfeedback,35,matern52_0.8h0,matern52,13.092564503591753,0.8,12718.143870530708,0.49260521108466304,0.5151712281519913,-0.022566017067328303,0.022566017067328303
blogfeedback,35,matern52_h0,matern52,16.36570562948969,1.0,13241.222237666434,0.5151712281519913,0.5151712281519913,0.0,0.0
blogfeedback,35,matern52_1.2h0,matern52,19.638846755387625,1.2,13580.895976360756,0.5328305570195165,0.5151712281519913,0.017659328867525192,0.017659328867525192
blogfeedback,35,gaussian_ess_matched,gaussian,16.631299740440117,1.0162286990224147,13241.222237666438,0.5147794986072678,0.5151712281519913,-0.00039172954472355137,0.00039172954472355137
blogfeedback,36,matern52_0.8h0,matern52,16.476033711320948,0.7999999999999999,13232.295515259668,0.6131574795891693,0.612733067311018,0.00042441227815137594,0.00042441227815137594
blogfeedback,36,matern52_h0,matern52,20.595042139151186,1.0,13707.279001544008,0.612733067311018,0.612733067311018,0.0,0.0
blogfeedback,36,matern52_1.2h0,matern52,24.714050566981424,1.2,13968.899633795305,0.6139632566925993,0.612733067311018,0.0012301893815813703,0.0012301893815813703
blogfeedback,36,gaussian_ess_matched,gaussian,20.235202683021697,0.9825278601666255,13707.279001544008,0.6097750518712092,0.612733067311018,-0.002958015439808781,0.002958015439808781
blogfeedback,37,matern52_0.8h0,matern52,9.488616017037602,0.8,10526.472819239285,0.4411746042556024,0.46706716143206634,-0.025892557176463937,0.025892557176463937
blogfeedback,37,matern52_h0,matern52,11.860770021297002,1.0,11645.49220006415,0.46706716143206634,0.46706716143206634,0.0,0.0
blogfeedback,37,matern52_1.2h0,matern52,14.232924025556402,1.2,12385.312905578261,0.48803138225178455,0.46706716143206634,0.020964220819718216,0.020964220819718216
blogfeedback,37,gaussian_ess_matched,gaussian,11.594418521083055,0.9775434900317862,11645.49220006415,0.46446970327508824,0.46706716143206634,-0.002597458156978094,0.002597458156978094
blogfeedback,38,matern52_0.8h0,matern52,28.485145623699733,0.8,14045.618396348276,0.6774289880250862,0.6607138647772136,0.01671512324787261,0.01671512324787261
blogfeedback,38,matern52_h0,matern52,35.60643202962466,1.0,14252.927818825345,0.6607138647772136,0.6607138647772136,0.0,0.0
blogfeedback,38,matern52_1.2h0,matern52,42.7277184355496,1.2,14351.532590835119,0.6516029828323439,0.6607138647772136,-0.009110881944869753,0.009110881944869753
blogfeedback,38,gaussian_ess_matched,gaussian,34.227615953139626,0.9612762077554454,14252.927818825347,0.6573412524225244,0.6607138647772136,-0.0033726123546892195,0.0033726123546892195
blogfeedback,39,matern52_0.8h0,matern52,9.870848730730236,0.8,10737.832543788572,0.447154197621644,0.4721923155713749,-0.02503811794973093,0.02503811794973093
blogfeedback,39,matern52_h0,matern52,12.338560913412794,1.0,11815.514861033082,0.4721923155713749,0.4721923155713749,0.0,0.0
blogfeedback,39,matern52_1.2h0,matern52,14.806273096095351,1.2,12521.18542268742,0.4926221800422771,0.4721923155713749,0.02042986447090217,0.02042986447090217
blogfeedback,39,gaussian_ess_matched,gaussian,12.097323501390619,0.9804484968939988,11815.514861033082,0.46933411774514144,0.4721923155713749,-0.0028581978262334773,0.0028581978262334773
blogfeedback,40,matern52_0.8h0,matern52,14.218088613740154,0.8,13179.567994942741,0.5169990173135549,0.5358894014081726,-0.01889038409461774,0.01889038409461774
blogfeedback,40,matern52_h0,matern52,17.77261076717519,1.0,13567.851259644483,0.5358894014081726,0.5358894014081726,0.0,0.0
blogfeedback,40,matern52_1.2h0,matern52,21.32713292061023,1.2,13820.71729310868,0.550738938171467,0.5358894014081726,0.014849536763294369,0.014849536763294369
blogfeedback,40,gaussian_ess_matched,gaussian,18.162437829217577,1.021934147275783,13567.851259644485,0.5356861368353828,0.5358894014081726,-0.00020326457278985188,0.00020326457278985188
blogfeedback,41,matern52_0.8h0,matern52,9.766896249507072,0.8,10639.580412311341,0.4386932843077198,0.46587935567734856,-0.02718607136962875,0.02718607136962875
blogfeedback,41,matern52_h0,matern52,12.20862031188384,1.0,11746.416368131222,0.46587935567734856,0.46587935567734856,0.0,0.0
blogfeedback,41,matern52_1.2h0,matern52,14.650344374260607,1.2,12470.484691783458,0.4876199329624276,0.46587935567734856,0.021740577285079055,0.021740577285079055
blogfeedback,41,gaussian_ess_matched,gaussian,11.934753340211303,0.9775677378216149,11746.416368131224,0.46338929174233606,0.46587935567734856,-0.0024900639350124987,0.0024900639350124987
blogfeedback,42,matern52_0.8h0,matern52,9.416293859376049,0.8,10524.846747524743,0.4477685768856159,0.47201287935981223,-0.024244302474196344,0.024244302474196344
blogfeedback,42,matern52_h0,matern52,11.77036732422006,1.0,11640.45710701969,0.47201287935981223,0.47201287935981223,0.0,0.0
blogfeedback,42,matern52_1.2h0,matern52,14.124440789064073,1.2,12379.58489964063,0.49192690351051377,0.47201287935981223,0.019914024150701537,0.019914024150701537
blogfeedback,42,gaussian_ess_matched,gaussian,11.510891533333165,0.9779551662459193,11640.45710701969,0.46916631982601736,0.47201287935981223,-0.002846559533794868,0.002846559533794868
blogfeedback,43,matern52_0.8h0,matern52,28.24412604940726,0.8,14008.321696040563,0.6845704700781923,0.6652791651593305,0.019291304918861774,0.019291304918861774
blogfeedback,43,matern52_h0,matern52,35.305157561759074,1.0,14235.263450870307,0.6652791651593305,0.6652791651593305,0.0,0.0
blogfeedback,43,matern52_1.2h0,matern52,42.366189074110885,1.2,14341.723300442265,0.65479663153589,0.6652791651593305,-0.010482533623440538,0.010482533623440538
blogfeedback,43,gaussian_ess_matched,gaussian,33.83541840834239,0.958370412287619,14235.263450870312,0.66155055279702,0.6652791651593305,-0.0037286123623104794,0.0037286123623104794
blogfeedback,44,matern52_0.8h0,matern52,14.041053899187554,0.8,13186.701790319014,0.5353951390515937,0.5506213080158435,-0.015226168964249776,0.015226168964249776
