dataset,sex,age,reference,kernel,bandwidth,bandwidth_over_h0,ess,theta0,theta0_baseline,shift,abs_shift
income,2,75,matern52_1.2h0,matern52,1.6774831904989476,1.2,159702.9168835316,3.9980230358901485,4.10764725441503,-0.10962421852488191,0.10962421852488191
income,2,75,gaussian_ess_matched,gaussian,1.3511293910174558,0.9665403971879407,145611.1794472646,4.16890640801373,4.10764725441503,0.06125915359869971,0.06125915359869971
income,2,76,matern52_0.8h0,matern52,1.1522106763023074,0.7999999999999999,126956.34645802119,4.196409554551929,4.09167622576521,0.10473332878671915,0.10473332878671915
income,2,76,matern52_h0,matern52,1.4402633453778844,1.0,146616.09914682378,4.09167622576521,4.09167622576521,0.0,0.0
income,2,76,matern52_1.2h0,matern52,1.7283160144534613,1.2,160640.92027225823,3.9827162627865937,4.09167622576521,-0.10895996297861599,0.10895996297861599
income,2,76,gaussian_ess_matched,gaussian,1.3899645663084113,0.9650766790456116,146616.0991468238,4.152785873122274,4.09167622576521,0.061109647357064034,0.061109647357064034
income,2,77,matern52_0.8h0,matern52,1.1860992256053167,0.8,127818.47884878938,4.181541215443824,4.076440837918264,0.10510037752555945,0.10510037752555945
income,2,77,matern52_h0,matern52,1.4826240320066457,1.0,147601.7413691812,4.076440837918264,4.076440837918264,0.0,0.0
income,2,77,matern52_1.2h0,matern52,1.7791488384079748,1.2,161547.68752874096,3.968136236755099,4.076440837918264,-0.10830460116316543,0.10830460116316543
income,2,77,gaussian_ess_matched,gaussian,1.4287928120911624,0.9636919281264948,147601.7413691812,4.137298998015388,4.076440837918264,0.06085816009712364,0.06085816009712364
income,2,78,matern52_0.8h0,matern52,1.2199877749083257,0.8000000000000002,128681.21788194311,4.167389526107398,4.0618871114840305,0.10550241462336718,0.10550241462336718
income,2,78,matern52_h0,matern52,1.5249847186354069,1.0,148569.73461447653,4.0618871114840305,4.0618871114840305,0.0,0.0
income,2,78,matern52_1.2h0,matern52,1.829981662362488,1.2,162425.0517110393,3.9542307694841896,4.0618871114840305,-0.10765634199984087,0.10765634199984087
income,2,78,gaussian_ess_matched,gaussian,1.4676280841959435,0.9623887152844472,148569.73461447656,4.1223971879763885,4.0618871114840305,0.06051007649235807,0.06051007649235807
income,2,79,matern52_0.8h0,matern52,1.2538763242113347,0.8,129546.68292999205,4.153897364403378,4.047965960444719,0.10593140395865941,0.10593140395865941
income,2,79,matern52_h0,matern52,1.5673454052641682,1.0,149521.2255497461,4.047965960444719,4.047965960444719,0.0,0.0
income,2,79,matern52_1.2h0,matern52,1.8808144863170018,1.2,163274.52451463992,3.940952493767581,4.047965960444719,-0.10701346667713807,0.10701346667713807
income,2,79,gaussian_ess_matched,gaussian,1.5064825238632193,0.9611681756959687,149521.22554974613,4.108037484494516,4.047965960444719,0.0600715240497971,0.0600715240497971
income,2,80,matern52_0.8h0,matern52,1.2877648735143437,0.8,130416.30581723845,4.141012257759843,4.034632708558937,0.10637954920090564,0.10637954920090564
income,2,80,matern52_h0,matern52,1.6097060918929296,1.0,150456.9785722679,4.034632708558937,4.034632708558937,0.0,0.0
income,2,80,matern52_1.2h0,matern52,1.9316473102715155,1.2,164097.36734485708,3.9282583426574877,4.034632708558937,-0.10637436590144933,0.10637436590144933
income,2,80,gaussian_ess_matched,gaussian,1.5453664868900145,0.9600302158717341,150456.97857226795,4.094181902971496,4.034632708558937,0.05954919441255857,0.05954919441255857
income,2,81,matern52_0.8h0,matern52,1.3216534228173529,0.8,131290.93289096802,4.128686036058374,4.021846654744076,0.10683938131429827,0.10683938131429827
income,2,81,matern52_h0,matern52,1.652066778521691,1.0,151377.45943221575,4.021846654744076,4.021846654744076,0.0,0.0
income,2,81,matern52_1.2h0,matern52,1.982480134226029,1.2,164894.64824839428,3.9161090907454,4.021846654744076,-0.10573756399867573,0.10573756399867573
income,2,81,gaussian_ess_matched,gaussian,1.5842886171399029,0.9589737156736258,151377.45943221575,4.080796828246475,4.021846654744076,0.058950173502399394,0.058950173502399394
income,2,82,matern52_0.8h0,matern52,1.3555419721203616,0.8,132170.91740812454,4.116874519095864,4.0095706855799635,0.10730383351590067,0.10730383351590067
income,2,82,matern52_h0,matern52,1.694427465150452,1.0,152282.90523392084,4.0095706855799635,4.0095706855799635,0.0,0.0
income,2,82,matern52_1.2h0,matern52,2.0333129581805425,1.2,165667.28728945972,3.9044689507407013,4.0095706855799635,-0.10510173483926222,0.10510173483926222
income,2,82,gaussian_ess_matched,gaussian,1.6232559518249705,0.9579967187800735,152282.9052339209,4.067852467517977,4.0095706855799635,0.05828178193801303,0.05828178193801303
