age,sex,x0_raw,tau,theta0_mode,theta0_source,theta0,theta0_obs,theta0_smooth,ell_oracle,c_min,c_max,ell0_hat,ell_low,ell_high,ell_star,lambda_hat,B,n_label,n_pilot,N_unlab_total,N_t_full,N_use,age_bin_width,PPCI_theta_mean,PPCI_theta_rmse,PPCI_coverage,PPCI_avg_ci_width,PPCI_sigma2_Y_minus_A_mean,PPCI_sigma2_Y_minus_A_std,PPCI_sigma2_A_mean,PPCI_sigma2_A_std,PPCILO_theta_mean,PPCILO_theta_rmse,PPCILO_coverage,PPCILO_avg_ci_width,PPCILO_sigma2_Y_mean,PPCILO_sigma2_Y_std,PPI_theta_mean,PPI_theta_rmse,PPI_coverage,PPI_avg_ci_width,scale_y
85,2,"[85.0, 2.0]",0.5,smooth,smooth,2.0,1.585,2.0,1.8215095250367361,1.3,1.4,1.9485915849230202,2.5331690603999264,2.728028218892228,2.5331690603999264,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0789198054952363,0.2371705454985225,0.928,0.8112018510758785,0.053107948968661146,0.010345456381165023,0.07517728896546476,0.008432441058040897,2.0801341033430254,0.28490842870191574,0.926,0.9899865893598926,0.08511356319141368,0.008540805265250835,1.3880183591354989,0.6545131851389655,0.37,0.9488608707260788,10000.0
86,2,"[86.0, 2.0]",0.5,smooth,smooth,2.0,1.8,2.0,1.8638702116654973,1.3,1.4,1.9274112416086393,2.5056346140912313,2.698375738252095,2.5056346140912313,0.00921034984663358,500,200,200,10000,7000,3000,1,2.1075848560373815,0.2455730225777949,0.916,0.824279096690128,0.05171200638826807,0.010474774737581762,0.07155043238409303,0.008034712688770583,2.117980486684229,0.29917400649473747,0.928,0.9945161594053193,0.08169786038181763,0.008499027470630714,1.3907460604303967,0.6535250071742417,0.434,0.9980223556844572,10000.0
87,2,"[87.0, 2.0]",0.5,smooth,smooth,2.0,1.7349999999999999,2.0,1.9062308982942586,1.3,1.4,1.7791488384079748,2.3128934899303673,2.4908083737711646,2.3128934899303673,0.00921034984663358,500,200,200,10000,7000,3000,1,2.145493197283207,0.2714185605978011,0.898,0.8419190151929413,0.04832273597142493,0.009419489323249914,0.06463908351111078,0.007475640364657365,2.138572853488442,0.3134166821506041,0.898,0.9919356118891742,0.07373461954666923,0.007640422427445321,1.3908419018399187,0.6510145181044997,0.41,0.9819564770512988,10000.0
88,2,"[88.0, 2.0]",0.5,smooth,smooth,2.0,1.705,2.0,1.94859158492302,1.3,1.4,1.9062308982942588,2.4781001677825367,2.6687232576119624,2.4781001677825367,0.00921034984663358,500,200,200,10000,7000,3000,1,2.1069506312629653,0.24464404219164523,0.922,0.8301405949037447,0.049913362621537685,0.010306664966423911,0.06796543617031801,0.0077418353753931505,2.1039231116091877,0.29597422284654024,0.916,0.9921630754244084,0.07739164547075651,0.008221206798857008,1.3873883772862583,0.6523143138920203,0.402,0.968718322926382,10000.0
89,2,"[89.0, 2.0]",0.5,smooth,smooth,2.0,1.68,2.0,1.9909522715517813,1.3,1.4,1.8638702116654975,2.4230312751651466,2.6094182963316963,2.4230312751651466,0.00921034984663358,500,200,200,10000,7000,3000,1,2.1242449468984277,0.2608848856891311,0.92,0.8407538722208867,0.048647527779540976,0.009813001571614422,0.06457571152177616,0.007543557447949942,2.1108346043999493,0.2863701606108709,0.932,0.984900564100842,0.07343117375741497,0.007834795317349045,1.3999984477085066,0.6460800382248068,0.434,0.9875409036679701,10000.0
90,2,"[90.0, 2.0]",0.5,smooth,smooth,2.0,1.6,2.0,2.033312958180543,1.3,1.4,2.202755704695588,2.8635824161042644,3.0838579865738227,2.863582416104265,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0282962228762846,0.2251528510450797,0.924,0.7984758414002476,0.05312414386440828,0.010366724149077106,0.07534525406419985,0.008237596764664661,2.045307834370366,0.270132564908098,0.928,0.9700051328927217,0.08526326835751658,0.00849944193463079,1.3729750571765722,0.668255210696497,0.394,0.9770365072695302,10000.0
91,2,"[91.0, 2.0]",0.5,smooth,smooth,2.0,nan,2.0,2.0756736448093043,1.3,1.4,2.139214674752446,2.7809790771781797,2.994900544653424,2.7809790771781793,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0543152509160474,0.2293685537457256,0.92,0.8003872548626387,0.05072879391334901,0.01051201032412723,0.0716987255512912,0.007932282648726835,2.0505488224203012,0.2724345452408124,0.932,0.96469086203275,0.08117398834961151,0.008528094732978738,1.3867601147673676,0.6564419204936132,0.414,0.9801841100687813,10000.0
92,2,"[92.0, 2.0]",0.5,smooth,smooth,2.0,nan,2.0,2.1180343314380656,1.3,1.4,2.1815753613812072,2.8360479697955694,3.05420550593369,2.8360479697955694,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0478300740684072,0.22722588134542565,0.918,0.7971418779146195,0.05043317142799919,0.010436931252539767,0.07158577427417816,0.007913270167190652,2.044155589377596,0.2708911342213883,0.932,0.962337465515446,0.08099231320519755,0.008500947509489138,1.3867601147673676,0.6564419204936132,0.414,0.9801841100687813,10000.0
93,2,"[93.0, 2.0]",0.5,smooth,smooth,2.0,nan,2.0,2.1603950180668265,1.3,1.4,2.2239360480099686,2.891116862412959,3.1135104672139557,2.891116862412959,0.00921034984663358,500,200,200,10000,7000,3000,1,2.041535001710915,0.22531142528552567,0.916,0.7940005198946181,0.0501436528592412,0.01036342196700918,0.07147560301674989,0.007894698093940167,2.037949095651078,0.2695359944131928,0.932,0.9600771889322164,0.08081396214665107,0.008474410760895251,1.3867601147673676,0.6564419204936132,0.414,0.9801841100687813,10000.0
94,2,"[94.0, 2.0]",0.5,smooth,smooth,2.0,1.69,2.0,2.202755704695588,1.3,1.4,2.118034331438065,2.7534446308694847,2.965248064013291,2.7534446308694847,0.00921034984663358,500,200,200,10000,7000,3000,1,2.095534858603997,0.2527421728208572,0.9,0.8115949744604188,0.04654503366007677,0.009258885602158646,0.06516322507907435,0.0074872577482840725,2.0948070702821977,0.2927130371242553,0.912,0.9828418890376143,0.07376933383245779,0.007545325807973885,1.3935000740832442,0.6538079291517306,0.43,0.9741876593588934,10000.0
95,2,"[95.0, 2.0]",0.5,smooth,smooth,2.0,nan,2.0,2.2451163913243493,1.3,1.4,2.3086574212674913,3.001254647647739,3.2321203897744875,3.001254647647739,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0294715885743346,0.2221119990016489,0.918,0.7880060176093414,0.049583097820259735,0.010221189616631597,0.07126382077006999,0.007858998233890933,2.0260582794563486,0.26734010999991664,0.924,0.9558122680552223,0.0804679968235327,0.008423302786762881,1.3867601147673676,0.6564419204936132,0.414,0.9801841100687813,10000.0
96,2,"[96.0, 2.0]",0.5,smooth,smooth,2.0,nan,2.0,2.2874770779531106,1.3,1.4,2.3510181078962527,3.0563235402651285,3.2914253510547535,3.0563235402651285,0.00921034984663358,500,200,200,10000,7000,3000,1,2.023687116471461,0.22080488956042515,0.92,0.7851434727711405,0.04931209656029434,0.010152501836743108,0.07116227836207639,0.00784190170064281,2.0203557621440233,0.2664758436047878,0.928,0.9537964270717425,0.0803006259225512,0.008398757602772313,1.3867601147673676,0.6564419204936132,0.414,0.9801841100687813,10000.0
97,2,"[97.0, 2.0]",0.5,smooth,smooth,1.98,nan,1.98,2.329837764581872,1.3,1.4,2.393378794525014,3.111392432882518,3.3507303123350196,3.111392432882518,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0180556493857527,0.22221416865582244,0.918,0.782364489773056,0.049047226170080435,0.01008542961713672,0.07106363505872394,0.007825316159203177,2.0148057034463815,0.26761499964499313,0.924,0.9518523722351346,0.08013710166137061,0.008374941374487264,1.3867601147673676,0.6377980868362948,0.538,0.9801841100687813,10000.0
98,2,"[98.0, 2.0]",0.5,smooth,smooth,1.97,nan,1.97,2.3721984512106333,1.3,1.4,2.4357394811537754,3.166461325499908,3.4100352736152852,3.1664613254999074,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0125711317256307,0.22246322683726327,0.92,0.779665252141988,0.04878843971461158,0.010019976202026932,0.07096787324901621,0.007809248829154962,2.009399735694887,0.26791165721418214,0.928,0.9499752359795609,0.079977450453076,0.008351822629479616,1.3867601147673676,0.6285074397868216,0.55,0.9801841100687813,10000.0
99,2,"[99.0, 2.0]",0.5,smooth,smooth,1.95,nan,1.95,2.4145591378393947,1.3,1.4,2.4781001677825367,3.221530218117298,3.4693402348955513,3.2215302181172984,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0072264484975,0.2251832251385384,0.918,0.7770416388886455,0.04853564993721145,0.009956107749514692,0.07087495812714312,0.0077936994283447055,2.0041320029619705,0.2701478191691393,0.924,0.9481613722023043,0.07982168456496583,0.008329425038935604,1.3867601147673676,0.6099934478812702,0.558,0.9801841100687813,10000.0
100,2,"[100.0, 2.0]",0.5,smooth,smooth,1.94,nan,1.94,2.456919824468156,1.3,1.4,2.520460854411298,3.2765991107346877,3.528645196175817,3.2765991107346872,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0020142774725453,0.22592242012743155,0.916,0.7744900127452283,0.04828874469533306,0.009893808003166086,0.07078483883178066,0.007778664456139289,1.998995172628457,0.27085225045391076,0.918,0.946406660807515,0.07966978031302442,0.008307731014524509,1.3867601147673676,0.6007721770799869,0.574,0.9801841100687813,10000.0
